Name,Genre
Gekka Ryouran Romance,Adventure
Guess the Logos,Puzzle
Ore no Yome: Anata Dake no Hanayome,Adventure
Resident Evil Zero,Action
NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,Misc
Final Approach 2: 1st Priority,Adventure
Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,Misc
Homeworld,Strategy
Back to the Future: The Game,Adventure
Sniper Elite V2,Shooter
Moujuutsukai to Oujisama: Snow Bride,Adventure
Detective Jinguuji Saburo: Ronde Revenge,Action
Casper: Spirit Dimensions,Platform
Meitantei Evangelion,Adventure
Tsuyo Kiss 2 Portable,Adventure
Paragon,Action
Order of War,Strategy
The Fast and the Furious,Racing
Butt-Ugly Martians: Zoom or Doom!,Racing
Mar Heaven: Karudea no Akuma,Role-Playing
Vampire Mansion: Linda Hyde,Adventure
Brain Dead 13,Adventure
Robotics;Notes,Adventure
Maximum Capacity: Hotel Giant,Strategy
Sacred Gold,Role-Playing
Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,Misc
T.A.C. Heroes : Big Red One,Strategy
The King of Fighters NeoWave,Fighting
Dungeons & Dragons: Shadow over Mystara,Role-Playing
Super PickUps,Racing
Command & Conquer 3: Deluxe Edition,Strategy
Legend: Hand of God,Role-Playing
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,Adventure
Atari Flashback Classics: Volume 2,Misc
Aquanaut's Holiday,Adventure
Hakuoki: Shinkai - Hana no Shou,Adventure
Hot 'n' Cold,Action
Nisenochigiri,Adventure
Sacred 3,Role-Playing
Pro Evolution Soccer 2017,Sports
Wakeboarding Unleashed Featuring Shaun Murray,Sports
Last Escort,Adventure
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,Action
SAW,Action
World Championship Poker featuring Howard Lederer: All In,Misc
Meikyuu Cross Blood: Reloaded,Action
Livly Garden,Simulation
Nicktoons Collection: Game Boy Advance Video Volume 3,Misc
The Awakened Fate Ultimatum,Role-Playing
Spider-Man 3,Platform
Xblaze: Lost Memories,Adventure
Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,Role-Playing
Commando: Steel Disaster,Shooter
Aria: The Natural ~Tooi Yume no Mirage~,Adventure
Fallout Trilogy,Role-Playing
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Fighting
Natalie Brooks: Mystery at Hillcrest High,Action
Gal Gun,Shooter
Hakuouki: Yuugi Roku DS,Adventure
Shonen Jump's Shaman King: Master of Spirits 2,Role-Playing
Toki no Kizuna: Hanayui Tsuzuri,Adventure
Rinne no Lagrange: Kamogawa Days,Adventure
Code R,Adventure
The Idolmaster: Gravure For You! Vol.8,Action
Spirits and Demons: 5 Game Pack,Misc
Disney Sports Football,Sports
Chicken Hunter,Shooter
Net High,Adventure
Kao Challengers,Platform
Hakuoki: Shinkai - Furi no Shou,Action
Jake Hunter: Detective Chronicles,Adventure
Spider-Man: Web of Shadows,Action
Demolition Company: Gold Edition,Simulation
Onechanbara Special,Action
Headhunter: Redemption,Action
Jewel Master: Cradle Of Rome 2,Puzzle
Daikaijuu Battle: Ultra Coliseum,Fighting
Saki: Achiga-Hen Portable,Adventure
Minna de Dokusho: Keatai Shousetsu Desu,Misc
Polar Bowler,Sports
Prehistorik Man,Platform
Winter Sports 2011,Sports
F1 2002,Racing
Chicago Enforcer,Shooter
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,Misc
The Lord of the Rings Online: Mines of Moria,Role-Playing
Chevrolet Camaro: Wild Ride,Racing
Jinguuji Saburou DS: Akai Chou,Adventure
Carmageddon: Max Damage,Action
Stormrise,Strategy
Dance Dance Revolution Extra Mix,Simulation
UnchainBlades EXXiV,Role-Playing
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,Adventure
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,Strategy
Super Bowling,Sports
Rat Attack!,Puzzle
Kawaii Koinu DS 3,Simulation
Hoppie,Platform
Chuugen no Hasha: Sangoku Shouseiden,Strategy
Resident Evil 4 HD,Shooter
Largo Winch .// Commando Sar,Adventure
Joker no Kuni no Alice: Wonderful Wonder World,Adventure
Cross Treasures,Role-Playing
Painkiller,Shooter
Ruff Trigger: The Vanocore Conspiracy,Platform
Fast & Furious: Showdown,Action
Princess Isabella: A Witch's Curse,Adventure
Casper's Scare School: Spooky Sports Day,Sports
War Leaders: Clash of Nations,Strategy
Ferrari Challenge Trofeo Pirelli Deluxe,Racing
Silent Bomber,Action
Samurai & Dragons,Action
Elminage Original: Majo to Megami to Kamigami no Yubiwa,Role-Playing
PDC World Championship Darts: Pro Tour,Sports
TalkMan,Misc
RollerCoaster Tycoon World,Simulation
Oil Rush,Strategy
XGRA: Extreme G Racing Association,Racing
Arslan: The Warriors of Legend,Action
Darksiders: Warmastered Edition,Action
Uta no * Prince-Sama,Adventure
Agatha Christie: The ABC Murders,Adventure
Elminage Gothic: Ulm Zakir to Yami no Gishiki,Role-Playing
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,Misc
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,Action
Mushishi: Amefuru Sato,Simulation
Timmy Time,Action
Arcana Famiglia: Vascello Phantasma no Majutsushi,Action
Lara Croft and the Temple of Osiris,Action
The Legend of Heroes: Trails in the Sky Second Chapter,Role-Playing
Airport Simulator,Simulation
Motocross Mania 3,Racing
Winning Post 7: Maximum 2007,Sports
ESPN MLS ExtraTime 2002,Sports
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,Action
Vitamin R,Adventure
Angelique Retour,Action
Fist of the North Star: Ken's Rage 2,Fighting
Blazing Angels: Squadrons of WWII,Simulation
Hellgate: London,Role-Playing
Gakuen K: Wonderful School Days,Adventure
Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,Action
Guitar Freaks V2 & DrumMania V2,Simulation
Backyard Baseball '09,Sports
Dynasty Warriors 8: Empires,Action
Puzzle City,Puzzle
Dance! It's Your Stage,Misc
CV Casting Voice,Adventure
Pastel Chime Continue,Adventure
Zwei!!,Role-Playing
The Sims 2: Happy Holiday Stuff,Simulation
Ro-Kyu-Bu! Lost Secret,Adventure
Pump It Up: Exceed,Misc
Tenkai Knights: Brave Battle,Action
TOCA Race Driver 3,Racing
Malice,Platform
Devil Survivor: Over Clock,Strategy
Defendin' De Penguin,Strategy
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,Role-Playing
Kokoro Connect: Yochi Random,Action
Littlest Pet Shop,Simulation
Warship Gunner 2 Portable,Simulation
Downtown Nekketsu Jidaigek,Action
B-17: Fortress in the Sky,Simulation
Spanish for Everyone!,Puzzle
Battle Princess of Arcadias,Role-Playing
Chuck E. Cheese's Super Collection,Action
Runaway: A Twist of Fate,Adventure
Uchuu Keiji Tamashii: The Space Sheriff Spirits,Action
X-Plane 10 Global,Simulation
Drakensang: The Dark Eye,Role-Playing
WRC 2: FIA World Rally Championship,Racing
Car Battler Joe,Role-Playing
StormLover Karen!!,Adventure
Digimon Rumble Arena 2,Fighting
Steins;Gate: Hiyoku Renri no Darling,Adventure
Ten Pin Alley 2,Sports
Coded Soul: Uke Keigareshi Idea,Role-Playing
AIR,Adventure
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,Adventure
Otoko Yukaku,Action
Mount & Blade Collection,Role-Playing
Ridge Racer Unbounded,Racing
Mortal Kombat,Fighting
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,Action
Virtua Pro Football,Sports
Date-A-Live Twin Edition: Rio Reincarnation,Action
Adidas Power Soccer 98,Sports
Natsuiro High School: Seishun Hakusho,Action
Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),Racing
Heroes VS,Fighting
Mini Ninjas,Action
Sotsugyou II: Neo Generation Special,Simulation
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,Adventure
Kazoku Keikaku,Adventure
Resident Evil 5 HD,Action
Super Fruit Fall,Puzzle
Jelly Belly: Ballistic Beans,Puzzle
Army Rescue,Shooter
Tom Clancy's Splinter Cell Classic Trilogy HD,Action
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Shooter
UFO: Trilogy,Strategy
Amatsumi Sora ni! Kumo no Hatate ni,Adventure
Dark Tales: Edgar Allan Poe's The Premature Burial,Puzzle
Aoishiro,Adventure
Mount & Blade: Warband,Role-Playing
Virtual Kasparov,Strategy
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,Platform
PC Engine Best Collection: Tengai Makyou Collection,Role-Playing
Kung Fu Panda: Showdown of Legendary Legends,Action
Kung Fu Panda: Showdown of Legendary Legends,Action
Speed Kings,Racing
Mighty No. 9,Platform
You Don't Know Jack,Misc
Crysis: Warhead,Shooter
ESPN MLS ExtraTime 2002,Sports
Worldwide Soccer Manager 2007,Sports
Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,Misc
The Sims 2: Family Fun Stuff,Simulation
Dreamer Series: Horse Trainer,Simulation
Hogs of War,Strategy
Elven Legacy,Strategy
Katekyoo Hitman Reborn! Dream Hyper Battle!,Fighting
Muchi Muchi Pork & Pink Sweets,Shooter
Trapped Dead,Strategy
Meiji Toukyou Renka,Adventure
Point Blank 3,Shooter
Mushihimesama,Action
Higurashi no Naku Koro ni: Jan,Misc
Ratchet & Clank Collection,Action
Elvandia Story,Role-Playing
Winning Post 8 2016,Simulation
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,Action
Triggerheart Excelica Enhanced,Shooter
Vietcong,Shooter
Nervous Brickdown,Puzzle
Puzzle Star Sweep,Puzzle
Battle Spirits: Kiseki no Hasha,Role-Playing
Maximum Racing: Crash Car Racer,Racing
The Conveni 4,Simulation
The Cheetah Girls,Misc
Charlie's Angels,Action
Kamen Rider: Battride War II,Action
Niko Puchi Girls Runway,Misc
uDraw Studio: Instant Artist,Misc
The Testament of Sherlock Holmes,Adventure
Seitokai no Ichizon: DS-suru Seitokai,Adventure
Disney Infinity,Action
Guitar Hero III: Legends of Rock,Misc
Teenage Mutant Ninja Turtles Double Pack,Action
The Crew: Wild Run,Action
Prism Ark: Awake,Adventure
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,Misc
Rozen Maiden: Duellwalzer,Adventure
Rugby 06,Sports
Winter Blast: 9 Snow & Ice Games,Sports
Coven and Labyrinth of Refrain,Action
Marvel Avengers: Battle for Earth,Action
Natsuiro High School: Seishun Hakusho,Action
Uppers,Action
Shrek / Shark Tale Game Boy Advance Video,Misc
Lovely x Cation 1 & 2,Action
Urban Chaos: Riot Response,Shooter
Starship Troopers,Shooter
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,Action
Ginga Fukei Densetsu: Sapphire,Shooter
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,Action
The Mummy,Action
Guitar Freaks V3 & DrumMania V3,Simulation
Chrysler Classic Racing,Racing
The Crow: City of Angels,Action
Military History: Commander - Europe at War,Strategy
Snow Portable,Adventure
Heroes of the Pacific,Simulation
Poyo Poyo Kansatsu Nikki,Action
Jinsei Game DS,Misc
Guitar Freaks & DrumMania: Masterpiece Gold,Simulation
7 Roses: A Darkness Rises,Misc
Nil Admirari no Tenbin: Teito Genwaku Toukidan,Adventure
Broken Sword: The Sleeping Dragon,Adventure
Reversal Challenge,Misc
Darksiders,Action
Tycoon City: New York,Strategy
Miyako,Adventure
Motto NUGA-CEL!,Adventure
NHL 09,Sports
Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),Strategy
Super Dodge Ball,Sports
11eyes: CrossOver,Adventure
Gon: BakuBakuBakuBaku Adventure,Action
Style Book: Junior City,Misc
Earth Seeker,Role-Playing
The Crew: Wild Run,Action
"Warhammer 40,000: Dawn of War: Soulstorm",Strategy
IGT Slots: Lucky Larry's Lobstermania,Simulation
Atlantic Quest,Puzzle
Bakumatsu Rock: Ultra Soul,Misc
Barbie as the Princess and the Pauper,Adventure
Tantei Opera: Milky Holmes,Adventure
PopCap Hits!,Misc
Entaku no Seito: The Eternal Legend,Role-Playing
New Atelier Rorona: Hajimari no Monogatari,Action
WorldShift,Strategy
My Hero: Doctor,Action
Rainbow Islands Revolution,Platform
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,Role-Playing
Pillars of Eternity,Role-Playing
Cabela's Alaskan Adventure,Sports
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,Action
Elf Bowling 1 & 2,Sports
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",Adventure
Germany's Next Topmodel 2011,Simulation
Heavy Fire: Afghanistan,Shooter
Arabians Lost: The Engagement on Desert,Adventure
Legendary,Shooter
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,Simulation
Garfield Gets Real,Action
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,Action
Gakken DS: Shin TOEIC Test Kanzen Kouryaku,Misc
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,Role-Playing
Crime Scene,Adventure
Puzzle Guzzle,Puzzle
Starry ? Sky: After Summer,Misc
Thomas & Friends: Hero of the Rails,Misc
Empire Deluxe,Strategy
ESPN NFL Primetime 2002,Sports
Gallop Racer Inbreed,Sports
Red Ninja: End of Honor,Action
Ketsui: Kizuna Jigoku Tachi Extra,Shooter
Frisbee Disc Freestyle / Frisbee Disc Golf,Sports
The King of Fighters Collection: The Orochi Saga (JP sales),Fighting
Suzumiya Haruhi-Chan no Mahjong,Misc
Commandos 3: Destination Berlin,Strategy
Tsuki no Hikari: Shizumeru Kane no Satsujin,Adventure
James Bond 007: Blood Stone,Shooter
Chili Con Carnage,Shooter
Writing and Speaking Beautiful Japanese DS,Misc
Sega Ages 2500 Series Vol. 26: Dynamite Deka,Action
Kong: The Animated Series,Action
Puzzle Quest: Challenge of the Warlords,Puzzle
Casper's Scare School: Spooky Sports Day,Sports
Koisuru Otome to Shugo no Tate Portable,Adventure
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,Action
Garfield's Nightmare,Platform
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",Adventure
Bakumatsu Renka: Karyuu Kenshi-den,Adventure
Grisaia no Rakuen: Le Eden de la Grisaia,Adventure
Iridium Runners,Racing
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,Misc
Tiny Toon Adventures: Wacky Stackers,Puzzle
Princess Frontier Portable,Adventure
Rock Blast,Puzzle
Touch Detective (JP sales),Adventure
Emergency Mayhem,Racing
Mary King's Riding School,Simulation
Voodoo Chronicles: First Sign,Adventure
Rising Zan: The Samurai Gunman,Action
Uru: Ages Beyond Myst,Adventure
Prince of Stride,Adventure
Robopon 2: Cross Version,Role-Playing
Mai-Otome Hime: Otome Butou Shi,Fighting
Ben 10 Omniverse 2,Action
TMNT: Mutant Melee,Fighting
Ultimate Puzzle Games,Puzzle
Kimikare: New Semester,Action
Katekyoo Hitman Reborn! Kindan no Yami no Delta,Action
Prototype: Biohazard Bundle,Action
RoboCop,Shooter
Haneru no Tobira Wii: Girigirissu,Misc
Elminage II: Sousei no Megami to Unmei no Daichi,Role-Playing
Titanic Mystery,Puzzle
Aqua Panic!,Puzzle
Blazing Souls,Role-Playing
Blood Bowl: Legendary Edition,Sports
Invizimals: The Lost Kingdom,Action
Worms,Strategy
Seinaru Kana: Orichalcum no Na no Motoni,Action
NHL 2K3,Sports
The Hustle: Detroit Streets,Sports
Tail of the Sun,Role-Playing
Revolution: 25th Anniversary Collection,Adventure
Barnyard Blast: Swine of the Night,Platform
Back to the Future: The Game,Adventure
Space Channel 5: Ulala's Cosmic Attack,Misc
Balls of Fury,Sports
Still Life 2,Adventure
Virtua Quest,Role-Playing
Disney Sports Basketball,Sports
Ozzy & Drix,Platform
Nobunaga no Yabou: Soutensoku with Power-Up Kit,Strategy
Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,Misc
Disney Sports Football,Sports
Castle Shikigami 2,Shooter
Wizardry Twin Pack,Role-Playing
Rabbids Invasion: The Interactive TV Show,Misc
Gadget Racers (PAL),Racing
Moe Star: Moeru Toudai Eigojuku,Misc
The Cube,Action
Bejeweled Blitz,Puzzle
Peggle Nights,Puzzle
Pulse Racer,Racing
Freestyle Metal X,Racing
Tegami Bachi: Kokoro Tsumugu Mono e,Role-Playing
Spirits & Spells,Platform
Agatha Christie: Death on the Nile,Adventure
Antiphona no Seikahime: Tenshi no Gakufu Op.A,Role-Playing
NBA 07,Sports
Mystery Tales 2: The Spirit Mask,Puzzle
Rogue Trooper,Shooter
Combat Flight Simulator 3: Battle for Europe,Simulation
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,Action
Tomb Raider: Legend,Action
Command & Conquer 3: Kane's Wrath,Strategy
Eyeshield 21: Portable Edition,Role-Playing
Taishou Moebius Line Vitable,Adventure
Robotics;Notes,Adventure
Kabushiki Baibai Trainer: Kabutore! Next,Simulation
Machi: Unmei no Kousaten,Adventure
Golden Nugget Casino DS,Misc
Machi-ing Maker 4,Strategy
World Class Rugby 2: Kokunai Gekitou Hen '93,Sports
Ketsui Death Label,Shooter
This War of Mine,Action
Mechanic Master 2,Puzzle
SD Gundam Force,Shooter
Clover no Kuni no Alice: Wonderful Wonder World,Adventure
Abunai: Koi no Sousa Shitsu,Action
Shonen Jump's Yu-Gi-Oh! GX Card Almanac,Misc
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,Misc
Raven Squad: Operation Hidden Dagger,Shooter
Monster High 13 Wishes,Action
Myth Makers: Super Kart GP,Racing
Canada Hunt,Sports
Planetarian: Chiisana Hoshi no Yume,Adventure
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,Adventure
Roommate Asami: Okusama wa Joshikousei,Adventure
Cabbage Patch Kids: The Patch Puppy Rescue,Misc
Pirates: Legend of the Black Buccaneer,Adventure
Let's Dance with Mel B,Sports
Horrid Henry: Missions of Mischief,Adventure
East India Company,Strategy
Ultraman Star Chronicles,Strategy
Amagoushi no Yakata,Adventure
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,Action
Ginga Tetsudou 999 DS,Adventure
Aedis Eclipse: Generation of Chaos,Role-Playing
Koihime Enbu,Fighting
Franklin: A Birthday Surprise,Misc
Without Warning,Shooter
Suzunone Seven: Rebirth Knot,Adventure
"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",Adventure
Zoids Dash,Role-Playing
Digimon Rumble Arena,Fighting
Vitamin X Evolution Plus,Adventure
NEVES,Puzzle
Dynasty Warriors: Eiketsuden,Action
Wild West Shootout,Shooter
MuvLuv Double Pack,Adventure
Super Speed Machines,Racing
Goblin Commander: Unleash the Horde,Strategy
Final Fight: Streetwise,Action
Nano Diver,Action
Mary King's Riding School 2,Simulation
Elkrone no Atelier: Dear for Otomate,Action
Top Gear RPM Tuning,Racing
Painkiller: Hell & Damnation,Shooter
Memories Off: Yubikiri no Kioku,Adventure
Otometeki Koi Kakumei * Love Revo!! DS,Adventure
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,Action
Clock Zero: Shuuen no Ichibyou - ExTime,Action
Cross + Channel,Adventure
Mark McMorris Infinite Air,Sports
Shin Hayarigami 2,Adventure
Cabela's Big Game Hunter: Pro Hunts,Shooter
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,Misc
Micro Machines V4,Racing
Root Infinity Rexx,Adventure
Dungeons - The Dark Lord,Strategy
Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,Adventure
Memories Off: Yubikiri no Kikou,Adventure
Hurry Up Hedgehog!,Racing
L.G.S: Shinsetsu Houshinengi,Action
Battle Engine Aquila,Shooter
Divinity: Original Sin,Role-Playing
One Piece Mansion,Action
Discworld II: Mortality Bytes!,Adventure
Uchi no 3 Shimai DS,Misc
Airline Tycoon,Simulation
Soul Eater: Monotone Princess,Action
Strike Witches: Shirogane no Tsubasa,Strategy
Kaleidoeve,Adventure
Big Idea's VeggieTales: LarryBoy and the Bad Apple,Action
Broken Sword 5: The Serpent's Curse,Adventure
My Ballet Studio,Simulation
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,Action
Moujuutsukai to Oujisama,Adventure
Rocksmith 2014 Edition Remastered,Misc
Bomberman 2,Puzzle
Unreal Tournament 2004,Shooter
Shinseiki GPX Cyber Formula: Road To The INFINITY 4,Racing
Cube,Puzzle
Pirates of the Burning Sea,Role-Playing
Just Cause,Action
Army Men: Major Malfunction,Shooter
Dunamis 15,Adventure
Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,Misc
Yoake Yori Ruriiro na Portable,Adventure
Big Bass Fishing,Action
Storm Lover 2nd V,Adventure
Reine des Fleurs,Action
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Simulation
Namco Museum 50th Anniversary (JP sales),Misc
Turbo: Super Stunt Squad,Sports
The Haunted: Hell's Reach,Shooter
Disciples III: Renaissance,Strategy
The Longest Journey,Adventure
Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,Role-Playing
Let's Pilates!,Misc
Irritating Stick,Action
Chou!! Super Nep League DS,Sports
WTA Tour Tennis,Sports
Lost: Via Domus,Action
Judge Dredd: Dredd Vs Death,Shooter
Rugby League Live 3,Action
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,Action
Platypus,Shooter
Davis Cup Tennis,Sports
Pro Rally,Racing
Kimi ni Todoke: Sodateru Omoi,Adventure
Elven Legacy Collection,Strategy
Hands On! Tangrams,Puzzle
Brave Story: Boku no Kioku to Negai,Role-Playing
Zombie Hunters 2,Action
Memories Off #5: Encore,Adventure
Custom Drive,Action
Dark Void,Action
LEGO Star Wars: The Video Game,Action
Tsuyo Kiss 2 Gakki: Swift Love,Adventure
Konductra,Puzzle
Samurai Jack: The Shadow of Aku,Action
Cookie & Cream,Platform
Winning Post 7 2013,Sports
The Incredibles: Rise of the Underminer,Action
Psychedelica of the Black Butterfly,Action
Stronghold Legends,Strategy
Let's Yoga!,Misc
Busou Renkin: Youkoso Papillon Park e,Action
Ore wa Shoujo Mangaka,Action
Emergency 2012,Simulation
Puyo Puyo Tetris,Puzzle
Exhibition Volume 6,Misc
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,Misc
Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,Misc
Collar x Malice,Action
Kao the Kangaroo Round 2,Platform
The Dark Hills of Cherai,Puzzle
Pirates PlundArrr,Action
Zoey 101: Field Trip Fiasco,Action
Dream C Club: GoGo ,Adventure
Usavichi: Game no Jikan,Action
Summer Challenge: Athletics Tournament,Sports
Battle Spirits: Hero's Soul,Role-Playing
Pachi-Slot Higrashi no Naku Koro ni Matsuri,Misc
Otona no Renai Shousetsu: Harlequin Selection,Misc
White Album 2: Shiawase no Mukougawa,Adventure
W.L.O. Sekai Renai Kikousen,Adventure
New Interpretation Stranger of Sword City,Role-Playing
Final Fantasy XI: All-In-One Pack 2006,Role-Playing
Pippa Funnell: Ranch Rescue,Adventure
Joint Operations: Combined Arms,Shooter
Kadenz fermata//Akkord:fortissimo,Adventure
Worms World Party,Strategy
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,Misc
Dancing on Ice,Sports
Winning Post 7: Maximum 2007,Sports
Professional Farmer 2016,Action
Sarah: Keeper of the Unicorn,Adventure
Storm Lover 2nd,Misc
Gears of War,Shooter
Dragon Booster,Shooter
Dragon's Dogma Online: Season 2,Action
Gaist Crusher God,Action
DJ Star,Misc
Arcana Famiglia 2,Adventure
Shinkyoku Soukai Polyphonica,Adventure
PDC World Championship Darts 2008,Sports
Post Mortem,Adventure
Kiss Bell,Adventure
San Goku Shi DS 2,Strategy
Strongest Tokyo University Shogi DS,Action
Shin Sangoku Musou Online: Souten Ranbu,Action
V-Rally 3,Racing
Wall-E,Platform
Majesty 2: The Fantasy Kingdom Sim,Simulation
LEGO Star Wars II: The Original Trilogy,Action
Dead to Rights,Shooter
Thunder Force VI,Shooter
Full House Kiss 2,Adventure
Dinotopia: The Sunstone Odyssey,Action
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,Misc
PachiPara 3D,Misc
Earth Defense Force 2017 (old JP sales),Shooter
I Doll U,Adventure
Star Trek: Legacy,Simulation
Sengoku Hime: Senran ni Mau Otometachi,Adventure
GTI Club: Supermini Festa!,Racing
Syberia II,Adventure
Paranormal Pursuit: The Gifted One,Action
Command & Conquer Collection,Strategy
Marvel Superheroes 3D: Grandmaster's Challenge,Action
A Vampyre Story,Adventure
Monster Trux Offroad,Racing
The Sims 4: Luxury Party Stuff,Simulation
Sniper Elite,Shooter
Achtung Panzer: Kharkov 1943,Strategy
Mission: Impossible - Operation Surma,Platform
Sora no Otoshimono Forte: Dreamy Season,Adventure
Romance of the Three Kingdoms XII,Strategy
Hiiro no Kakera Portable,Adventure
Trigger Man,Shooter
Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,Action
Antz Extreme Racing,Racing
Wand of Fortune R,Adventure
Rugby World Cup 2015,Sports
Majesty 2 Collection,Strategy
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,Action
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,Misc
"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",Adventure
Harukanaru Toki no Naka de 6,Action
Triggerheart Exelica,Shooter
Jet Impulse,Simulation
Games Explosion!,Action
Gummy Bears Magical Medallion,Platform
Saenai Kanojo no Sodatekata: Blessing Flowers,Action
Berserk and the Band of the Hawk,Action
Tennis no Oji-Sama: Card Hunter,Strategy
Brave: The Video Game,Action
Night Wizard the Video Game: Denial of the World,Adventure
Enemy Territory: Quake Wars,Shooter
Portable Island: Tenohira Resort,Simulation
Sengoku Efuda Yuugi: Hototogisu Ran,Misc
Tokyo Friend Park II DS,Misc
Adventure Time: The Secret of the Nameless ,Adventure
Kao the Kangaroo Round 2,Platform
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,Adventure
Dead Rising 2,Action
Robopon 2: Ring Version,Role-Playing
Mark McMorris Infinite Air,Sports
Sid Meier's Civilization Revolution 2+,Strategy
Dream Dancer,Misc
Moe Moe 2-ji Taisen (Ryoku) * Deluxe,Adventure
Dragon Tales: Dragon Adventures,Platform
Powerbike,Racing
Colin McRae Rally 2005,Racing
Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,Role-Playing
Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,Role-Playing
Gaku ? Ou: The Royal Seven Stars,Role-Playing
Quantum Break,Action
Online Chess Kingdoms,Misc
Rayman 10th Anniversary,Platform
RollerCoaster Tycoon: Gold Edition,Strategy
Race Driver: Create & Race,Racing
Storm Lover Kai!!,Action
Minna to Issho,Misc
Nurarihyon no Mago: Hyakki Ryouran Taisen,Fighting
FIFA Soccer 08,Sports
Enkaku Sousa: Sana e no 23 Hiai,Adventure
Pac-Man Championship Edition 2 + Arcade Game Series,Action
Command & Conquer 4: Tiberian Twilight,Strategy
Hummer Badlands,Racing
Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,Action
Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,Adventure
Oyaku de Asoberu DS Ehon: Ukkari Penelope,Simulation
Iron Soldier 3,Simulation
UNO 52,Misc
Tiger & Bunny: Hero's Day,Action
